0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
1.649647,-0.20145689,0.21716797,-0.37251085,0.35265246,0.8205765,1.0202957,1.0014609,-0.7376433,0.88298416,0.9354144,1.4142135,1.0418017,-0.9186696,-0.45762876,-1.025671,-0.1661186,-0.33002332,-0.4549886,-2.1572776,0.4927216,-0.6440581,-0.623375,-0.90735847,-0.85525393,-0.024494337,0.10729939,-1.1168963,-2.2822726,-0.8085106,-1.103304,-1.481665,-0.8980595,-1.0039479,-1.3482916,-0.9874939,-1.0932579,-1.761703
-0.09897882,0.49891,1.8348796e-16,-0.6637655,0.5027737,-1.2067301,-0.22644967,-0.42919755,-0.7376433,0.88298416,0.9354144,-0.70710677,1.0418017,-0.9186696,-0.45762876,-0.5904964,-0.1661067,-1.175205,-0.9742691,-2.1572776,-0.7390824,-8.583165e-18,-2.4319171e-17,1.8319237e-16,4.5466277e-17,-3.711978e-16,3.4668037e-16,-1.4089259e-16,-1.8913442e-16,-6.60847e-17,-1.741773e-16,1.6389006e-16,-1.0129959e-16,-4.1765534e-17,-1.8979527e-16,2.4477775e-16,7.348619e-17,-7.7107864e-17
1.3857034,0.6408763,0.43232417,-0.3026097,1.5661323,-2.2203834,0.04071005,-0.42919755,-0.7376433,-1.1325232,-1.069045,-0.70710677,0.5661966,-0.9186696,-0.45762876,-1.4608457,-0.16561644,-1.175205,-0.9742691,-2.1572776,0.4927216,-0.7979792,-0.60478354,-0.78792554,-0.7249896,-0.024494337,0.10729939,-1.0260775,-2.2822726,-0.8060817,-0.8509559,-0.2554595,-0.719517,-0.5390226,-0.09163147,-0.7605462,-0.7424324,-0.37854776
1.3197176,-0.25824338,0.027029932,0.9245433,-0.28397268,0.8205765,0.21881653,-0.42919755,1.3556688,0.88298416,0.9354144,-0.70710677,0.5661966,0.7444392,-0.45762876,-0.15532176,-0.08641311,0.51515836,0.064291865,0.5883484,0.4927216,-0.583417,-0.5527787,-0.54463625,-0.39302552,-0.024494337,0.10729939,-0.29127166,0.074421935,-0.7307867,-0.6962141,-0.2554595,-0.34011418,0.3675815,1.1650287,-0.7631252,-0.5935208,-0.37854776
-0.79183054,0.11086889,1.8348796e-16,-0.5006629,-0.09215113,-2.2203834,-1.6513015,-1.859856,-0.7376433,-1.1325232,0.9354144,-0.70710677,-1.336224,0.7444392,-0.45762876,8.429395e-17,-0.14065091,1.36034,-0.9742691,0.5883484,-0.7390824,0.52930623,1.1363727,3.3413572,2.7291176,-0.024494337,3.4668037e-16,-1.4089259e-16,-1.8913442e-16,3.1626942,3.7889173,0.97074604,-1.0129959e-16,-4.1765534e-17,-1.8979527e-16,2.4477775e-16,7.348619e-17,-7.7107864e-17
-0.85781646,0.12033331,-0.259845,-0.6482319,3.1007047,0.8205765,0.6640827,1.0014609,1.3556688,-1.1325232,-1.069045,1.4142135,0.5661966,0.7444392,-0.45762876,8.429395e-17,-0.16589902,-1.175205,-0.9742691,0.5883484,1.7245256,-0.65661854,-0.623375,-1.0400617,-1.0401454,-0.024494337,0.10729939,-0.89191353,0.074421935,-0.9542429,-1.103304,-1.481665,-0.8980595,-1.0039479,-1.3482916,-1.0210203,-0.7348606,-0.37854776
-0.3299294,-0.18252805,-0.7118398,-0.25989237,2.8657928,-1.2067301,0.396923,1.0014609,-0.7376433,0.88298416,-1.069045,-0.70710677,-1.336224,-0.9186696,-0.45762876,-0.6630255,-0.1652862,-0.33002332,-0.4549886,-0.78446454,-0.7390824,-0.67634326,-0.623375,-1.0024624,-0.82794046,-0.024494337,0.10729939,-0.7350449,0.074421935,-0.91295207,-1.103304,-1.481665,-0.83110607,-1.0039479,-1.3482916,-0.81728315,-1.0932579,-1.761703
0.9238023,-0.106812716,0.05038022,-0.53949684,-0.82607704,0.8205765,0.48597625,1.0014609,1.3556688,0.88298416,0.9354144,-0.70710677,0.5661966,0.7444392,-0.45762876,8.429395e-17,-0.09377714,-0.33002332,1.6221333,0.5883484,0.4927216,-0.53122586,-0.54842633,-0.8122544,-0.5905231,-0.024494337,0.10729939,-0.6277137,0.074421935,-0.70406914,-0.5129046,-0.2554595,-0.5632923,-0.46928385,-0.09163147,-0.5774407,-0.60614043,-0.37854776
-1.3857034,-0.23931456,1.6949074,-0.096789755,-0.41602376,-1.2067301,0.8421892,1.0014609,-0.7376433,0.88298416,0.9354144,-0.70710677,1.0418017,0.7444392,-0.45762876,0.13479467,-0.16577986,-0.33002332,0.064291865,0.5883484,-0.7390824,-0.14673537,-0.27360192,-0.09786864,-0.41823795,-0.024494337,2.6824846,-0.41098723,0.074421935,0.08045637,-0.1653307,-0.2554595,-0.47402105,-0.12058997,1.1650287,-0.31696665,0.20151547,1.0046076
-0.23095058,0.04461797,-0.78355855,-0.7841508,-0.9539581,0.8205765,-0.3155029,-0.42919755,-0.7376433,0.88298416,0.9354144,-0.70710677,-1.336224,-0.9186696,-0.45762876,8.429395e-17,-0.16444868,1.36034,0.5835723,0.5883484,-0.7390824,3.122795,4.1159086,1.4547594,1.4789997,-0.024494337,0.10729939,1.7521492,0.074421935,1.7855241,2.3724349,0.97074604,1.6461712,2.1342971,1.1650287,1.7410362,2.9197824,1.0046076
0.3299294,-0.22985014,0.21716797,0.9012429,0.023219807,-1.2067301,0.21881653,-0.42919755,1.3556688,-1.1325232,0.9354144,-0.70710677,-0.38501367,-0.9186696,-0.45762876,8.429395e-17,-0.1652862,-0.33002332,1.6221333,0.5883484,-0.7390824,-0.75437343,-0.5599886,-0.08681004,-0.70818126,-2.3759508,-2.4678857,-0.48529345,-2.2822726,-0.1527153,-0.70097536,-0.2554595,0.17319553,-1.0039479,-1.3482916,0.075033896,-0.4067504,-0.37854776
-0.9238023,-0.06895504,-0.66513926,0.15563096,0.034339897,0.8205765,0.21881653,-0.42919755,-0.7376433,0.88298416,-1.069045,1.4142135,1.0418017,-0.9186696,-0.45762876,2.9996943,-0.16614926,0.51515836,0.064291865,-0.78446454,-0.7390824,1.0628303,1.1322199,1.8617159,1.7227203,-0.024494337,0.10729939,1.8759929,0.074421935,1.2123104,1.4868356,0.97074604,0.8204121,1.3206781,1.1650287,1.7745626,-0.8307698,-0.37854776
0.49489412,0.4421235,-0.52170175,-0.7064829,-0.67456585,0.8205765,0.04071005,-0.42919755,-0.7376433,0.88298416,0.9354144,-0.70710677,0.5661966,-0.9186696,-0.45762876,8.429395e-17,-0.16554666,-0.33002332,1.6221333,0.5883484,1.7245256,-0.6975393,-0.46025586,-1.1174719,-1.0548526,-0.024494337,0.10729939,-1.0384619,0.074421935,-1.0392534,-0.49862072,0.97074604,-0.94269514,-0.42279133,1.1650287,-1.0468098,-0.49256384,1.0046076
-0.36292234,0.7828425,-0.52170175,2.8778913,0.20948131,0.8205765,0.48597625,1.0014609,-0.7376433,-1.1325232,0.9354144,1.4142135,-0.38501367,0.7444392,-0.45762876,-0.19158632,-0.16615435,-1.175205,-0.9742691,0.5883484,-0.7390824,-0.7316276,-0.5564727,-0.84321856,-0.81113213,-0.024494337,0.10729939,-0.67312306,0.074421935,-0.9833893,-0.50100136,0.97074604,-1.3220979,-1.0039479,-1.3482916,-1.0777571,-0.32346088,2.3877628
-1.5506682,0.10140447,2.408759,0.6837728,-0.57865506,-1.2067301,-1.2060353,-1.1445267,-0.7376433,-1.1325232,-1.069045,-0.70710677,1.0418017,0.7444392,1.9449222,8.429395e-17,-0.16420867,-0.33002332,1.1028528,0.5883484,-0.7390824,-0.6690786,-0.623375,-1.0267913,-1.0359433,-0.024494337,0.10729939,-1.0033729,0.074421935,-0.9396696,-1.103304,-1.481665,-0.8980595,-1.0039479,-1.3482916,-0.9874939,-1.0932579,-1.761703
-1.3197176,-0.20145689,0.52739316,-0.60163116,-0.93449795,0.8205765,-0.58266264,-0.42919755,-0.7376433,-1.1325232,-1.069045,1.4142135,-1.336224,-0.9186696,-0.45762876,-0.046528105,-0.16607946,-0.33002332,0.064291865,-0.78446454,-0.7390824,-0.6248267,-0.623375,-0.56675345,-0.6178366,-0.024494337,0.10729939,-0.6091371,0.074421935,-0.43446437,-1.103304,-1.481665,-0.5409745,-0.30656004,-0.09163147,-0.29117712,-0.4471332,-0.37854776
-1.7156329,-0.38128084,1.7899765,4.458433,2.1763473,-0.19307682,0.30786976,1.0014609,-0.7376433,0.88298416,0.9354144,-0.70710677,-1.336224,-0.9186696,-0.45762876,-1.7509621,-0.16609989,-0.33002332,-0.4549886,-2.1572776,-0.7390824,-0.51617473,-0.623375,-0.76802003,-0.8237384,-0.024494337,0.10729939,-0.7660058,0.074421935,-0.65549165,-1.103304,-1.481665,-0.69719917,-1.0039479,-1.3482916,-0.6238618,-1.0932579,-1.761703
0.62686586,0.054082386,-0.3782643,1.54977,-0.08798109,0.8205765,0.12976329,-0.42919755,1.3556688,-1.1325232,-1.069045,-0.70710677,-1.336224,0.7444392,-0.45762876,8.429395e-17,-0.16595179,-0.33002332,0.5835723,0.5883484,0.4927216,-0.32065186,-0.4375953,0.22283086,0.27510473,-0.024494337,2.6824846,0.49100763,2.4311163,-0.040987205,0.0036949564,-0.2554595,0.24014896,0.13511889,-0.09163147,-0.11580847,-0.3057934,-0.37854776
0.8248235,-0.012168537,0.027029932,1.1031795,-0.2617325,-0.19307682,0.396923,1.0014609,-0.7376433,0.88298416,0.9354144,1.4142135,1.0418017,-0.9186696,-0.45762876,-0.6630255,-0.16599776,-1.175205,-0.9742691,-2.1572776,-0.7390824,-0.61242783,-0.623375,-0.8587006,-1.0443474,-2.3759508,-2.4678857,-1.0219494,-2.2822726,-0.7550754,-1.103304,-1.481665,-0.67488134,-1.0039479,-1.3482916,-0.77601993,-1.0932579,-1.761703
-1.4516894,-0.28663665,-0.831927,-0.74143344,-1.0331887,0.8205765,-0.76076907,-1.1445267,-0.7376433,-1.1325232,-1.069045,-0.70710677,0.5661966,0.7444392,1.9449222,8.429395e-17,3.3940668,3.0507033,2.1414137,0.5883484,-0.7390824,3.6778665,-0.013248662,1.5808275,1.5084143,-0.024494337,0.10729939,1.4218993,0.074421935,1.9239697,0.48458484,-0.2554595,1.1774971,0.7162754,-0.09163147,2.1356158,2.0111694,1.0046076
1.2537317,-0.087883875,-0.7351901,-0.1472739,-0.1644317,-2.2203834,-0.40455616,-0.42919755,1.3556688,-1.1325232,-1.069045,1.4142135,1.0418017,-0.9186696,-0.45762876,8.429395e-17,-0.16616116,-1.175205,0.5835723,0.5883484,0.4927216,-0.3656983,-0.058750514,0.11887999,0.20997253,-0.024494337,0.10729939,0.30317804,0.074421935,0.31848577,0.50363,0.97074604,-0.09461823,0.2978427,1.1650287,-0.025545187,-0.42189395,-0.37854776
1.4846823,-0.2109213,1.8348796e-16,-0.51231307,1.2964702,-1.2067301,-1.1169821,-1.1445267,1.3556688,0.88298416,0.9354144,-0.70710677,0.09059145,0.7444392,-0.45762876,8.429395e-17,-0.16118713,-1.175205,0.5835723,0.5883484,0.4927216,-0.7926616,-0.5715672,-1.2811393,-0.98341733,2.326962,0.10729939,-1.1684978,0.074421935,-1.2189898,-0.7224012,0.97074604,-1.188191,-0.58551514,1.1650287,-1.2376522,-0.80805445,-0.37854776
1.2867247,-0.2109213,-0.44998303,0.70318973,0.6570649,0.8205765,0.396923,1.0014609,-0.7376433,0.88298416,0.9354144,-0.70710677,0.09059145,-0.9186696,-0.45762876,-0.3729091,-0.16582072,-1.175205,-0.9742691,-2.1572776,0.4927216,-0.4585984,-0.3103693,-0.5778121,-0.31108502,-0.024494337,0.10729939,-0.5327669,0.074421935,-0.44660872,0.15843676,0.97074604,-0.7418348,-0.37629882,-0.09163147,-0.50780904,-0.08873588,1.0046076
0.56088,-0.11627713,-0.64012104,2.2487812,-0.042110723,0.8205765,0.8421892,1.0014609,-0.7376433,0.88298416,0.9354144,-0.70710677,1.0418017,0.7444392,-0.45762876,8.429395e-17,0.0968229,1.36034,1.6221333,0.5883484,0.4927216,-0.069539085,1.290107,1.386196,1.7836503,-0.024494337,0.10729939,1.8925054,0.074421935,-0.08956464,1.1749713,2.1969516,1.2890862,1.8320959,1.1650287,1.2020354,2.0111694,1.0046076
-0.39591527,-0.35288757,-0.259845,1.8720919,3.377317,-0.19307682,-1.6513015,-1.859856,-0.7376433,0.88298416,0.9354144,-0.70710677,-1.336224,0.7444392,-0.45762876,3.76125,0.0043384377,1.36034,0.064291865,0.5883484,-0.7390824,1.8427455,-0.19061765,3.8456295,2.5421252,-0.024494337,0.10729939,2.144321,0.074421935,4.187678,0.7345524,-0.2554595,4.7260294,2.1342971,-0.09163147,2.7184587,0.2040394,-0.37854776
0.26394352,-0.14467038,-0.3782643,-0.73366666,-1.0165086,-2.2203834,-2.4527807,0.28613168,-0.7376433,0.88298416,0.9354144,-0.70710677,-1.336224,-0.9186696,-0.45762876,8.429395e-17,-0.05161015,0.51515836,-0.4549886,0.5883484,1.7245256,0.6407632,3.9326386,0.24052463,1.1743492,2.326962,2.6824846,0.97606206,2.4311163,0.4520737,2.0272415,2.1969516,0.41869146,1.8088496,2.4216888,-0.069387354,1.7840163,2.3877628
1.5836611,-0.26770782,-0.90197784,0.18669812,0.08994035,-1.2067301,-0.93887556,-1.1445267,-0.7376433,0.88298416,0.9354144,-0.70710677,1.0418017,-0.9186696,-0.45762876,-0.9168774,-0.1659569,-1.175205,-0.9742691,-2.1572776,0.4927216,-0.6105549,-0.623375,-0.90957016,-1.0275391,-0.024494337,0.10729939,-1.0260775,-2.2822726,-0.81093943,-1.103304,-1.481665,-0.87574166,-1.0039479,-1.3482916,-0.9075464,-0.89134395,-0.37854776
-1.4186964,-0.22038573,0.073730506,-0.589981,1.0601681,-0.19307682,-1.9184612,-1.859856,1.3556688,0.88298416,0.9354144,-0.70710677,-1.336224,0.7444392,1.9449222,8.429395e-17,-0.004705736,0.51515836,-0.9742691,0.5883484,-0.7390824,-0.39670432,-0.623375,-0.6131996,-0.6766657,-0.024494337,0.10729939,-0.7082121,0.074421935,-0.48547068,-1.103304,-1.481665,-0.5186567,-1.0039479,-1.3482916,-0.5697038,-1.0932579,-1.761703
-0.8248235,0.42319468,-0.13975781,0.2138819,0.013489728,0.8205765,-0.84982234,-1.1445267,-0.7376433,0.88298416,0.9354144,-0.70710677,-1.336224,-0.9186696,1.9449222,-0.30038,-0.1607888,0.51515836,-0.4549886,-0.78446454,-0.7390824,-0.12956463,-0.4907847,0.5568007,0.3003172,-0.024494337,0.10729939,0.08645158,0.074421935,0.7994023,-0.36292407,-0.2554595,0.35173804,-0.4460376,-0.09163147,0.7223506,-0.47994423,-0.37854776
-0.6928517,0.15819098,1.2896132,-0.6482319,-0.71209615,0.8205765,0.396923,1.0014609,1.3556688,-1.1325232,-1.069045,1.4142135,-0.38501367,0.7444392,-0.45762876,8.429395e-17,-0.16488788,-1.175205,-0.9742691,0.5883484,-0.7390824,-0.09145546,-0.32496184,0.07906902,0.11332476,-0.024494337,0.10729939,0.28666556,0.074421935,0.13874929,0.26794633,0.97074604,0.2847846,0.2513502,-0.09163147,0.2529815,0.58515203,1.0046076
0.46190116,-0.14467038,-1.2605715,-0.65211535,2.6100307,0.8205765,-0.76076907,-1.1445267,1.3556688,-1.1325232,0.9354144,-0.70710677,-1.336224,0.7444392,-0.45762876,8.429395e-17,0.98565596,-0.33002332,-0.9742691,0.5883484,-0.7390824,1.1223363,0.90035826,0.71162117,0.59866464,-0.024494337,0.10729939,0.6272357,0.074421935,0.9694233,0.86786836,0.97074604,0.59723395,1.2741855,1.1650287,0.7275085,0.8274488,1.0046076
-0.19795763,-0.2109213,0.05038022,0.50902,-0.5911652,0.8205765,1.8217748,1.0014609,-0.7376433,0.88298416,0.9354144,1.4142135,-1.336224,4.070657,-0.45762876,8.429395e-17,-0.16612542,-1.175205,-0.9742691,1.9611614,-0.7390824,-0.27063057,0.17032917,-0.35221654,-0.027444815,-0.024494337,0.10729939,-0.38828257,0.074421935,-0.19886385,0.34650755,0.97074604,-0.07230041,0.11187262,-0.09163147,-0.32212454,-0.22755174,-0.37854776
1.5176753,0.054082386,-0.30654556,0.19058153,-0.09632116,0.8205765,0.5750295,1.0014609,-0.7376433,0.88298416,-1.069045,-0.70710677,1.0418017,0.7444392,-0.45762876,5.211832,-0.16614926,0.51515836,0.064291865,0.5883484,0.4927216,-0.55687064,0.67009133,0.38870993,1.3655437,2.326962,2.6824846,-1.4089259e-16,-1.8913442e-16,-0.23286805,1.1654488,2.1969516,-0.005346976,1.3904169,2.4216888,2.4477775e-16,7.348619e-17,-7.7107864e-17
-0.5938729,0.09194006,-1.022065,-0.7686172,-0.34374318,0.8205765,0.6640827,1.0014609,-0.7376433,0.88298416,0.9354144,1.4142135,1.0418017,0.7444392,-0.45762876,8.429395e-17,0.25050405,2.2055216,2.1414137,0.5883484,-0.7390824,-0.7946306,-0.623375,-1.323162,-1.2460471,-0.024494337,2.6824846,-0.77839017,0.074421935,-1.2651384,-1.103304,-1.481665,-1.0096486,-0.4460376,1.1650287,-0.9874939,-0.85096115,-0.37854776
0.39591527,-0.13520597,-0.30654556,-0.69094926,0.11774057,0.8205765,-3.2542598,0.28613168,-0.7376433,0.88298416,-1.069045,-0.70710677,-0.38501367,0.7444392,-0.45762876,8.429395e-17,-0.16614415,1.36034,0.5835723,0.5883484,-0.7390824,-8.583165e-18,-2.4319171e-17,1.8319237e-16,4.5466277e-17,-3.711978e-16,3.4668037e-16,1.8636085,2.4311163,-6.60847e-17,-1.741773e-16,1.6389006e-16,-1.0129959e-16,-4.1765534e-17,-1.8979527e-16,-0.37886146,2.2559903,2.3877628
-4.2294212e-18,-0.16359922,-0.30654556,-0.015238444,-0.73572636,-0.19307682,-1.0279288,-1.1445267,-0.7376433,0.88298416,0.9354144,-0.70710677,1.0418017,-0.9186696,1.9449222,8.429395e-17,-0.1394355,3.0507033,2.1414137,0.5883484,1.7245256,1.3846365,1.9206165,1.6847783,1.5462329,-0.024494337,0.10729939,3.219697,0.074421935,2.0381267,2.4486153,0.97074604,3.2976894,2.92467,1.1650287,4.639777,4.169125,1.0046076
-1.2867247,-0.27717224,0.78924996,1.9303428,0.71683544,0.8205765,0.04071005,-0.42919755,1.3556688,0.88298416,0.9354144,-0.70710677,1.0418017,0.7444392,1.9449222,8.429395e-17,-0.16516024,-0.33002332,-0.9742691,0.5883484,-0.7390824,-0.5348866,-0.48979712,-0.7989841,-0.7165854,-0.024494337,0.10729939,-0.6855074,0.074421935,-0.68949586,-0.53671104,-0.2554595,-0.67488134,-0.37629882,-0.09163147,-0.63675654,-0.28055418,1.0046076
0.75883764,-0.2109213,3.4345038,-0.5161965,0.01626975,-1.2067301,2.267041,1.0014609,1.3556688,-1.1325232,-1.069045,-0.70710677,-1.336224,0.7444392,-0.45762876,-0.5904964,-0.16458827,-0.33002332,-0.4549886,0.5883484,0.4927216,-0.7352927,-0.5835396,-1.0046742,-0.7165854,2.326962,0.10729939,-0.71646833,0.074421935,-1.0101069,-0.78667855,-0.2554595,-0.9650129,-0.748239,-0.09163147,-0.9333359,-0.89134395,-0.37854776
0.23095058,8.004193,1.2178944,1.736173,0.13025068,0.8205765,-0.3155029,-0.42919755,1.3556688,-1.1325232,-1.069045,1.4142135,1.0418017,0.7444392,-0.45762876,8.429395e-17,-0.16607095,-1.175205,-0.9742691,0.5883484,-0.7390824,-0.8304761,-0.2211222,-0.8387951,-0.65355426,-0.024494337,0.10729939,-0.79696673,0.074421935,-1.2821405,-0.043917906,2.1969516,-0.719517,-0.35305256,-0.09163147,-0.6831777,-0.6742864,-0.37854776
0.8908094,-0.07841946,-0.40161458,-0.7880342,0.8308163,0.8205765,0.753136,1.0014609,-0.7376433,0.88298416,-1.069045,1.4142135,-0.38501367,0.7444392,-0.45762876,8.429395e-17,-0.16611691,-1.175205,-0.9742691,0.5883484,0.4927216,3.5926874,1.9644265,1.9103738,1.9097127,-0.024494337,0.10729939,2.1649616,0.074421935,2.2858717,1.2749584,-0.2554595,2.1148453,0.8092604,-0.09163147,2.277458,0.96626467,-0.37854776
-0.06598588,0.054082386,0.073730506,-0.46571234,-0.68568593,0.8205765,0.753136,1.0014609,1.3556688,-1.1325232,-1.069045,-0.70710677,1.0418017,0.7444392,-0.45762876,1.9480224,-0.12652546,0.51515836,0.064291865,0.5883484,-1.9708863,-0.019805938,0.13192661,1.0942489,-0.5674117,-2.3759508,0.10729939,0.8253856,0.074421935,0.19947107,0.87024903,0.97074604,-0.0499826,-0.213575,-0.09163147,0.73008746,0.8173531,1.0046076
0.6598588,0.31908607,1.2178944,0.43523544,0.52501386,0.8205765,-0.048343185,-0.42919755,-0.7376433,-1.1325232,0.9354144,1.4142135,-0.38501367,0.7444392,-0.45762876,8.429395e-17,-0.16615266,0.51515836,0.5835723,0.5883484,0.4927216,-8.583165e-18,-2.4319171e-17,1.8319237e-16,4.5466277e-17,-3.711978e-16,3.4668037e-16,-1.4089259e-16,-1.8913442e-16,-6.60847e-17,-1.741773e-16,1.6389006e-16,-1.0129959e-16,-4.1765534e-17,-1.8979527e-16,2.4477775e-16,7.348619e-17,-7.7107864e-17
